"action.activitystream.comment","コメントを書く"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.elementcountforthisstatementalreadyspecified","この宣言文の {0} が既に指定されました。一つの宣言文につき、一つの {0} しか使えません"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.elementdatacannotbeempty","{0} の要素データを空にできません。これのメッセージ値若しくはプロパティを付与してください"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.elementdataisnotvalid","{0} ''{1}'' の要素データが有効ではありません"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.elementrequiresanameattribute","{0} 要素が ''{1}'' の属性が必要です"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.elementrequiresattribute","''{0}'' 要素が ''{1}'' の属性が必要です"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.elementsconflicted","要素 ''{0}'' と ''{1}'' が不一致です"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.erroraccessingkeyvalueinpersistentmap","永続マップのキー値にアクセス中にエラーが発生"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.errorbuildingparammap","DBルックアップを実施する前に引数マップを構築中にエラーが発生しました"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.errorconfiguring","設定中にエラーが発生しました: {0}"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.errorcreatingdbconnection","DB接続を作成中にエラーが発生しました"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.errorcreatingdbconnectionfilternotconfigured","DB接続を作成中にエラーが発生。フィルタが設定されていない可能性があります"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.errorcreatingsaxparser","設定ファイルを読込むSAXパーサーを作成中にエラーが発生"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.errorgettingrequestparamvalues","引数値の要求を取得中にエラーが発生しました"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.errorloadingconfigfile","設定ファイル ''{0}'' をロード中にエラーが発生しました"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.errorloadingdefinition","定義をロード中に例外を捕捉しました"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.errorloadingmessagebody","メッセージ本文をロード中にエラーが発生"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.errorloadingtemplatefile","テンプレート・ファイル ''{0}'' をロード中にエラーが発生しました"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.erroropeningconnections","接続を開いている時にエラーが発生。接続を切断しています。"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.errorparsingconfigfile","設定ファイルを構文解析中にエラーが発生: {0}"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.errorparsingmessage","メッセージを構文解析中に例外を捕捉しました"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.errorparsingrefreshrate","要素 ''{0}'' を構文解析中にエラーが発生: ''{1}''。 1 秒 (1000)　以上の正数でなければなりません"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.errorparsingshouldbezeroorpositive","''{0}'' 要素を構文解析中にエラーが発生: ''{1}''. 0 若しくは正数でなければなりません"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.errorprocessingmessage","メッセージを構文解析中にエラーが発生: {0}"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.errorreadingconfigfile","設定ファイルを読み込み中にエラーが発生"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.errorretrievingrequestparamvalues","要求の引数値を読み出し中にエラーが発生"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.errorrollingbacktransactions","トランザックションをロールバック中にエラーが発生しました"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.errorsendingmessage","メッセージ送信中にエラーが発生しました"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.errorsettingcommpointidinpersistentmap","永続マップに、コミュニケーションポイントIDのエラーがありました"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.errorwhiletryingtosendmessge","メッセージ送信を試行中にエラーが発生しました: {0}"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.errorwritingtomessagebody","メッセージ本文を書込み中にエラーが発生しました"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.evaluatingstatementcondition","宣言文条件 ''{0}'' を評価しています"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.executedstatementsuccessfully","宣言文 ''{0}'' を実行できました"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.faileddb","DB(s) {0} 失敗"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.failedparsingtestcondition","''{0}'' でテスト条件を構文解析できません.  ''('' が欠落しています"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.failedtocreateamessage","メッセージ作成ができません"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.failedtoexecutequeries","SQLクエリを実行できません"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.failedtoexecutequeriesduetodeadlock","デッドロックのため、SQLクエリを実行できません"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.failedtoextractparamsfrominputmessage","インプット・メッセージから引数を抽出できません"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.failedtogeneratesqlstatement","SQL 宣言文を生成できません"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.failedtoinstantiatexmldocument","XML ドキュメントを初期化できません"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.failedtoparsesql","構文解析できません SQL + ''{0}[{1}]'' : {2}"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.failedtopopulatebecausecolumnreturnednull","カラム ''{1}'' が null 値を戻したため、 ''{0}'' を投入できません"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.failedtopopulatewithvalueofoutparam","アウト引数 ''{1}'' の値と ''{0}'' を投入できません"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.failedtopopulatewithvalueoftablecolumn","テーブル・カラム ''{1}'' と ''{0}'' を投入できません"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.failedtoreadblobfromcolumn","カラム ''{0}'' から Blob の読込みができません"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.failedtoreadblobfromoutparam","アウト引数 ''{0}'' から Blob の読込みができません"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.failedtoreceivenextmessage","次のメッセージを受信できません"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.failedtoreconnectafterretry","リトライ後に再接続できません"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.failedtoretrievedynamicvalue","ダイナミック・テーブル/カラム・メッセージ・プロパティ ''$${0}'' の値を読み出しできません; null"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.failedtoretrievevalueofoutparam","アウト引数 ''{0}'' の値を読み出しできません"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.failedtoretrievevalueofparam","アウト引数 ''{0}'' の値を読み出しできません"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.failedtorollbackforreconnectionattempt","接続試行のトランザックションをロールバックできません"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.failedtorollbackforretryattempt","リトライ試行のトランザックションをロールバックできません"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.fetchingoutputmessagenow","アウトプット・メッセージをフェッチしています"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.fieldtranslatorcanonlyprocessonmsgatatime","フィールド・トランスレータが一回につき一つのメッセージしか処理できません"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.filemissingrequiredconfigparam","ファイルに必須設定引数が欠落しています ''{0}''"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.filtercanonlyprocessonemsgatatime","{0} が一回につき一つのメッセージしか処理できません"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.generatingpreparedstatementusingquery","クエリ ''{0}'' を使って、 PreparedStatement を生成しています"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.initialisingtreewalkerconnections","ツリー・ウォーカー接続を初期化しています"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.invalidelementname","無効な要素名 ''{0}''"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.invalidsqltypeconstantname","無効な SQL タイプ定数名 ''{0}''"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.ioerrorconvertingtoxml","XMLに変換中に IO エラーが発生: {0}"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.ioerrorwritingoutgoingmessage","送信メッセージを書込み中にIOexceptionが発生しました"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.maxresultsetsizeshouldbepositive","{1} の属性値に対して'{0}'' が有効ではありません。正整数が必須です"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.messagebodycolumnnotfoundfromquery","メッセージを作成できません: {0} ''{1}'' がクエリ結果から見つかりません。設定ファイルを確認してください"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.messageextractionfilterincorrectlyconfigured","{0} が正しく設定されていない可能性があります"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.missingclosebracket","''{0}'' のマップができません。 * の後に、 ] が欠落しています"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.missingclosingquote","閉じクォートが欠落しています"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.missingdatabasename","DB名が欠落しています。 {0} が {1} の属性を要求します"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.missingopenbracket","''{0}'' のマップができません。 * の前に [ が欠落しています"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.missingopeningquote","開始クォートが欠落しています"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.missingrequiredconfigparam","ファイルに必須の設定引数 ''{0}'' を欠落しています"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.moreresultrowsreturned","より多くの結果ローが返されました"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.movingtochildelementleveltopopulate","投入のため子要素レベル ''{0}{1}'' に移動しています"
"com.orchestral.rhapsody.modules.database.i18n.storedkey_4_2.msgfieldorxpathnotallowedforthiscontext","''{0}'' が有効ではありません。メッセージのフィールド若しくはXpathがこのコンテキストで許可されたいません"
